"InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country","PromoCode"
"538456","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","3","2010-12-08 10:27:00","3.68","14606.0","Spain","NEWCUST"
"538456","21730","GLASS STAR FROSTED T-LIGHT HOLDER","3","2010-12-08 10:27:00","4.29","14606.0","Spain","NEWCUST"
"538457","84406B","CREAM CUPID HEARTS COAT HANGER","7","2010-12-21 14:52:00","2.77","14606.0","EIRE",""
"538457","85099B","JUMBO BAG RED RETROSPOT","12","2010-12-21 14:52:00","2.13","14606.0","EIRE","NEWCUST"
"538457","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","6","2010-12-21 14:52:00","3.77","14606.0","EIRE","NEWCUST"
"538457","85099B","JUMBO BAG RED RETROSPOT","3","2010-12-21 14:52:00","1.82","14606.0","EIRE",""
"538458","85123A","WHITE HANGING HEART T-LIGHT HOLDER","10","2010-12-28 14:26:00","2.9","13777.0","United Kingdom",""
"538458","84029E","RED WOOLLY HOTTIE WHITE HEART","6","2010-12-28 14:26:00","3.72","13777.0","United Kingdom","NEWCUST"
"538458","85099B","JUMBO BAG RED RETROSPOT","10","2010-12-28 14:26:00","1.65","13777.0","United Kingdom","NEWCUST"
"538459","71053","WHITE METAL LANTERN","8","2011-01-06 13:47:00","3.89","14606.0","Spain",""
"538459","84406B","CREAM CUPID HEARTS COAT HANGER","5","2011-01-06 13:47:00","3.1","14606.0","Spain","BULK5"
"538459","84406B","CREAM CUPID HEARTS COAT HANGER","8","2011-01-06 13:47:00","2.79","14606.0","Spain",""
"538460","22752","SET 7 BABUSHKA NESTING BOXES","10","2010-12-01 08:42:00","7.7","13047.0","Belgium",""
"538460","84406B","CREAM CUPID HEARTS COAT HANGER","8","2010-12-01 08:42:00","3.21","13047.0","Belgium",""
"538460","21730","GLASS STAR FROSTED T-LIGHT HOLDER","10","2010-12-01 08:42:00","4.73","13047.0","Belgium",""
"538460","22633","HAND WARMER UNION JACK","11","2010-12-01 08:42:00","1.82","13047.0","Belgium","BULK5"
"538461","22632","HAND WARMER RED POLKA DOT","1","2011-01-28 16:22:00","1.84","12583.0","Australia",""
"538462","21730","GLASS STAR FROSTED T-LIGHT HOLDER","1","2011-01-28 14:18:00","4.71","17850.0","France","BULK5"
"538463","21730","GLASS STAR FROSTED T-LIGHT HOLDER","1","2010-12-24 15:34:00","4.58","15291.0","Belgium",""
"538463","22632","HAND WARMER RED POLKA DOT","1","2010-12-24 15:34:00","1.9","15291.0","Belgium",""
"538464","22752","SET 7 BABUSHKA NESTING BOXES","1","2010-12-28 14:30:00","7.73","15291.0","Germany",""
"538464","84029E","RED WOOLLY HOTTIE WHITE HEART","11","2010-12-28 14:30:00","3.7","15291.0","Germany","NEWCUST"
"538465","85099B","JUMBO BAG RED RETROSPOT","9","2010-12-12 08:29:00","1.58","13777.0","Australia",""
"538466","22632","HAND WARMER RED POLKA DOT","1","2011-01-17 11:36:00","2.1","13777.0","France",""
"538466","22632","HAND WARMER RED POLKA DOT","12","2011-01-17 11:36:00","2.06","13777.0","France","NEWCUST"
"538467","20685","DOORMAT RED RETROSPOT","7","2010-12-30 12:28:00","7.35","13777.0","EIRE","SUMMER10"
"538467","84029E","RED WOOLLY HOTTIE WHITE HEART","12","2010-12-30 12:28:00","3.49","13777.0","EIRE","SUMMER10"
"538467","85123A","WHITE HANGING HEART T-LIGHT HOLDER","12","2010-12-30 12:28:00","2.67","13777.0","EIRE","NEWCUST"
"538468","22632","HAND WARMER RED POLKA DOT","7","2011-01-24 12:38:00","1.77","15291.0","Australia",""
"538468","84029E","RED WOOLLY HOTTIE WHITE HEART","3","2011-01-24 12:38:00","3.51","15291.0","Australia",""
"538469","22633","HAND WARMER UNION JACK","9","2010-12-23 08:31:00","2.07","17809.0","United Kingdom","BULK5"
"538469","47566","PARTY BUNTING","10","2010-12-23 08:31:00","5.44","17809.0","United Kingdom",""
"538469","85099B","JUMBO BAG RED RETROSPOT","11","2010-12-23 08:31:00","1.56","17809.0","United Kingdom","NEWCUST"
"538469","47566","PARTY BUNTING","2","2010-12-23 08:31:00","5.17","17809.0","United Kingdom",""
"538470","22752","SET 7 BABUSHKA NESTING BOXES","3","2011-01-23 10:27:00","8.08","17850.0","Netherlands",""
"538470","22633","HAND WARMER UNION JACK","10","2011-01-23 10:27:00","2.3","17850.0","Netherlands","SUMMER10"
"538471","22633","HAND WARMER UNION JACK","8","2010-12-01 15:47:00","2.33","15311.0","Australia","SUMMER10"
"538471","85123A","WHITE HANGING HEART T-LIGHT HOLDER","9","2010-12-01 15:47:00","2.9","15311.0","Australia","SUMMER10"
"538471","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","1","2010-12-01 15:47:00","3.51","15311.0","Australia",""
"538472","21730","GLASS STAR FROSTED T-LIGHT HOLDER","10","2010-12-01 11:06:00","4.51","17850.0","Germany",""
"538472","84406B","CREAM CUPID HEARTS COAT HANGER","2","2010-12-01 11:06:00","3.2","17850.0","Germany",""
"538472","20685","DOORMAT RED RETROSPOT","4","2010-12-01 11:06:00","7.32","17850.0","Germany","BULK5"
"538473","85099B","JUMBO BAG RED RETROSPOT","5","2010-12-06 12:08:00","1.68","17809.0","Belgium",""
"538474","84029E","RED WOOLLY HOTTIE WHITE HEART","1","2010-12-10 16:44:00","3.55","16029.0","France",""
"538474","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","4","2010-12-10 16:44:00","3.62","16029.0","France",""
"538474","84406B","CREAM CUPID HEARTS COAT HANGER","5","2010-12-10 16:44:00","2.92","16029.0","France",""
"538475","22633","HAND WARMER UNION JACK","2","2010-12-30 11:21:00","2.07","16029.0","Germany",""
"538475","84406B","CREAM CUPID HEARTS COAT HANGER","9","2010-12-30 11:21:00","2.87","16029.0","Germany","BULK5"
"538475","84406B","CREAM CUPID HEARTS COAT HANGER","4","2010-12-30 11:21:00","3.11","16029.0","Germany",""
"538476","22752","SET 7 BABUSHKA NESTING BOXES","5","2010-12-11 09:44:00","8.03","13047.0","Netherlands","NEWCUST"
"538477","21730","GLASS STAR FROSTED T-LIGHT HOLDER","8","2011-01-03 15:19:00","4.75","17850.0","Australia","SUMMER10"
"538477","47566","PARTY BUNTING","1","2011-01-03 15:19:00","5.26","17850.0","Australia","SUMMER10"
"538477","84029E","RED WOOLLY HOTTIE WHITE HEART","4","2011-01-03 15:19:00","3.48","17850.0","Australia",""
"538477","21730","GLASS STAR FROSTED T-LIGHT HOLDER","11","2011-01-03 15:19:00","4.53","17850.0","Australia",""
"538478","85099B","JUMBO BAG RED RETROSPOT","2","2010-12-10 11:11:00","1.62","15291.0","United Kingdom",""
"538479","85099B","JUMBO BAG RED RETROSPOT","2","2011-01-13 16:26:00","1.93","14606.0","France",""
"538480","22752","SET 7 BABUSHKA NESTING BOXES","8","2010-12-23 13:51:00","7.85","15311.0","Belgium",""
"538481","22633","HAND WARMER UNION JACK","4","2011-01-22 15:18:00","1.96","17809.0","Spain",""
"538482","71053","WHITE METAL LANTERN","7","2010-12-25 15:49:00","3.78","13777.0","Netherlands",""
"538482","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","5","2010-12-25 15:49:00","3.82","13777.0","Netherlands",""
"538482","22633","HAND WARMER UNION JACK","8","2010-12-25 15:49:00","2.09","13777.0","Netherlands",""
"538482","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","4","2010-12-25 15:49:00","3.34","13777.0","Netherlands",""
"538483","85123A","WHITE HANGING HEART T-LIGHT HOLDER","11","2010-12-29 13:15:00","2.88","17809.0","Australia",""
"538484","22633","HAND WARMER UNION JACK","5","2011-01-23 08:53:00","2.29","13777.0","EIRE",""
"538484","85099B","JUMBO BAG RED RETROSPOT","8","2011-01-23 08:53:00","2.07","13777.0","EIRE","BULK5"
"538484","71053","WHITE METAL LANTERN","5","2011-01-23 08:53:00","3.88","13777.0","EIRE",""
"538485","47566","PARTY BUNTING","11","2010-12-10 14:05:00","4.93","16029.0","Belgium",""
"538485","84406B","CREAM CUPID HEARTS COAT HANGER","11","2010-12-10 14:05:00","3.05","16029.0","Belgium",""
"538486","84029E","RED WOOLLY HOTTIE WHITE HEART","8","2011-01-12 13:02:00","3.49","13777.0","United Kingdom","NEWCUST"
"538486","85123A","WHITE HANGING HEART T-LIGHT HOLDER","10","2011-01-12 13:02:00","2.83","13777.0","United Kingdom",""
"538487","22752","SET 7 BABUSHKA NESTING BOXES","1","2011-01-01 12:57:00","7.61","13047.0","Spain",""
"538488","22632","HAND WARMER RED POLKA DOT","6","2010-12-23 11:04:00","2.04","16029.0","Netherlands",""
"538489","84029E","RED WOOLLY HOTTIE WHITE HEART","5","2011-01-22 09:25:00","3.76","17809.0","Australia",""
"538490","22633","HAND WARMER UNION JACK","7","2011-01-29 11:39:00","1.84","14606.0","Spain","SUMMER10"
"538490","20685","DOORMAT RED RETROSPOT","12","2011-01-29 11:39:00","7.55","14606.0","Spain",""
"538490","47566","PARTY BUNTING","12","2011-01-29 11:39:00","5.32","14606.0","Spain","NEWCUST"
"538491","20685","DOORMAT RED RETROSPOT","5","2011-01-19 13:47:00","7.51","15291.0","Spain","BULK5"
"538491","85123A","WHITE HANGING HEART T-LIGHT HOLDER","9","2011-01-19 13:47:00","2.88","15291.0","Spain",""
"538491","84029E","RED WOOLLY HOTTIE WHITE HEART","12","2011-01-19 13:47:00","3.78","15291.0","Spain",""
"538491","22632","HAND WARMER RED POLKA DOT","11","2011-01-19 13:47:00","1.82","15291.0","Spain",""
"538492","22633","HAND WARMER UNION JACK","2","2010-12-01 12:31:00","2.06","16029.0","Germany","NEWCUST"
"538492","22633","HAND WARMER UNION JACK","4","2010-12-01 12:31:00","1.75","16029.0","Germany",""
"538492","20685","DOORMAT RED RETROSPOT","11","2010-12-01 12:31:00","7.21","16029.0","Germany",""
"538493","71053","WHITE METAL LANTERN","6","2011-01-10 10:17:00","3.34","16029.0","EIRE",""
"538493","84029E","RED WOOLLY HOTTIE WHITE HEART","11","2011-01-10 10:17:00","3.31","16029.0","EIRE",""
"538494","71053","WHITE METAL LANTERN","3","2010-12-14 14:16:00","3.48","13047.0","Australia","NEWCUST"
"538494","84029E","RED WOOLLY HOTTIE WHITE HEART","2","2010-12-14 14:16:00","3.6","13047.0","Australia",""
"538494","85123A","WHITE HANGING HEART T-LIGHT HOLDER","9","2010-12-14 14:16:00","2.98","13047.0","Australia","NEWCUST"
"538495","47566","PARTY BUNTING","8","2010-12-31 15:12:00","5.23","15291.0","Spain",""
"538495","21730","GLASS STAR FROSTED T-LIGHT HOLDER","6","2010-12-31 15:12:00","4.21","15291.0","Spain",""
"538495","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","9","2010-12-31 15:12:00","3.68","15291.0","Spain",""
"538495","20685","DOORMAT RED RETROSPOT","3","2010-12-31 15:12:00","7.2","15291.0","Spain","NEWCUST"
"538496","21730","GLASS STAR FROSTED T-LIGHT HOLDER","6","2010-12-01 12:48:00","4.42","13777.0","Spain","NEWCUST"
"538496","22633","HAND WARMER UNION JACK","4","2010-12-01 12:48:00","2.27","13777.0","Spain",""
"538496","85099B","JUMBO BAG RED RETROSPOT","8","2010-12-01 12:48:00","2.12","13777.0","Spain","NEWCUST"
"538496","85099B","JUMBO BAG RED RETROSPOT","2","2010-12-01 12:48:00","1.77","13777.0","Spain",""
"538497","21730","GLASS STAR FROSTED T-LIGHT HOLDER","1","2011-01-13 11:00:00","4.64","16029.0","France",""
"538497","47566","PARTY BUNTING","12","2011-01-13 11:00:00","5.18","16029.0","France","SUMMER10"
"538497","47566","PARTY BUNTING","3","2011-01-13 11:00:00","4.86","16029.0","France","BULK5"
"538497","22632","HAND WARMER RED POLKA DOT","3","2011-01-13 11:00:00","2.1","16029.0","France","BULK5"
"538498","22633","HAND WARMER UNION JACK","9","2010-12-11 13:32:00","2.29","15311.0","Netherlands",""
"538498","85123A","WHITE HANGING HEART T-LIGHT HOLDER","12","2010-12-11 13:32:00","2.53","15311.0","Netherlands","SUMMER10"
"538498","84406B","CREAM CUPID HEARTS COAT HANGER","11","2010-12-11 13:32:00","3.21","15311.0","Netherlands",""
"538499","71053","WHITE METAL LANTERN","11","2010-12-07 14:49:00","3.52","14606.0","Belgium",""
"538499","85099B","JUMBO BAG RED RETROSPOT","11","2010-12-07 14:49:00","1.71","14606.0","Belgium",""
"538499","84029E","RED WOOLLY HOTTIE WHITE HEART","9","2010-12-07 14:49:00","3.41","14606.0","Belgium","NEWCUST"
"538500","47566","PARTY BUNTING","2","2010-12-06 11:37:00","5.26","14606.0","Australia","NEWCUST"
"538501","22633","HAND WARMER UNION JACK","5","2010-12-10 16:37:00","1.88","12583.0","Spain",""
"538501","22633","HAND WARMER UNION JACK","7","2010-12-10 16:37:00","2.3","12583.0","Spain",""
"538501","21730","GLASS STAR FROSTED T-LIGHT HOLDER","2","2010-12-10 16:37:00","4.19","12583.0","Spain",""
"538502","22632","HAND WARMER RED POLKA DOT","4","2011-01-09 14:02:00","2.27","15311.0","Germany",""
"538502","84406B","CREAM CUPID HEARTS COAT HANGER","2","2011-01-09 14:02:00","2.91","15311.0","Germany","NEWCUST"
"538502","84406B","CREAM CUPID HEARTS COAT HANGER","12","2011-01-09 14:02:00","3.12","15311.0","Germany","BULK5"
"538502","20685","DOORMAT RED RETROSPOT","5","2011-01-09 14:02:00","7.02","15311.0","Germany",""
"538503","85099B","JUMBO BAG RED RETROSPOT","11","2010-12-13 16:59:00","1.81","13777.0","Belgium","NEWCUST"
"538503","85123A","WHITE HANGING HEART T-LIGHT HOLDER","6","2010-12-13 16:59:00","2.71","13777.0","Belgium","SUMMER10"
"538503","21730","GLASS STAR FROSTED T-LIGHT HOLDER","3","2010-12-13 16:59:00","4.22","13777.0","Belgium","NEWCUST"
"538504","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","9","2010-12-28 10:13:00","3.42","12583.0","Belgium",""
"538504","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","2","2010-12-28 10:13:00","3.38","12583.0","Belgium",""
"538504","21730","GLASS STAR FROSTED T-LIGHT HOLDER","12","2010-12-28 10:13:00","4.44","12583.0","Belgium",""
"538505","22632","HAND WARMER RED POLKA DOT","9","2011-01-22 15:36:00","2.34","15311.0","Australia","SUMMER10"
"538505","85123A","WHITE HANGING HEART T-LIGHT HOLDER","11","2011-01-22 15:36:00","2.98","15311.0","Australia",""
"538505","20685","DOORMAT RED RETROSPOT","11","2011-01-22 15:36:00","7.11","15311.0","Australia",""
"538505","22632","HAND WARMER RED POLKA DOT","6","2011-01-22 15:36:00","1.82","15311.0","Australia","NEWCUST"
"538506","85099B","JUMBO BAG RED RETROSPOT","2","2011-01-24 10:10:00","1.65","15311.0","Germany",""
"538506","22752","SET 7 BABUSHKA NESTING BOXES","5","2011-01-24 10:10:00","7.67","15311.0","Germany","NEWCUST"
"538506","84406B","CREAM CUPID HEARTS COAT HANGER","10","2011-01-24 10:10:00","2.99","15311.0","Germany","BULK5"
"538506","84406B","CREAM CUPID HEARTS COAT HANGER","6","2011-01-24 10:10:00","2.78","15311.0","Germany","SUMMER10"
"538507","85123A","WHITE HANGING HEART T-LIGHT HOLDER","6","2011-01-23 16:42:00","2.49","15311.0","Spain",""
"538507","22632","HAND WARMER RED POLKA DOT","10","2011-01-23 16:42:00","1.95","15311.0","Spain","NEWCUST"
"538507","20685","DOORMAT RED RETROSPOT","3","2011-01-23 16:42:00","7.25","15311.0","Spain",""
"538508","20685","DOORMAT RED RETROSPOT","7","2011-01-23 12:54:00","7.55","17850.0","Spain",""
"538508","85123A","WHITE HANGING HEART T-LIGHT HOLDER","5","2011-01-23 12:54:00","2.97","17850.0","Spain",""
"538509","21730","GLASS STAR FROSTED T-LIGHT HOLDER","7","2010-12-12 11:10:00","4.47","15291.0","France",""
"538509","21730","GLASS STAR FROSTED T-LIGHT HOLDER","7","2010-12-12 11:10:00","4.27","15291.0","France","SUMMER10"
"538510","21730","GLASS STAR FROSTED T-LIGHT HOLDER","8","2010-12-07 15:28:00","4.32","13777.0","France",""
"538510","84406B","CREAM CUPID HEARTS COAT HANGER","12","2010-12-07 15:28:00","3.1","13777.0","France","SUMMER10"
"538510","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","6","2010-12-07 15:28:00","3.54","13777.0","France",""
"538511","22633","HAND WARMER UNION JACK","9","2011-01-26 14:39:00","2.1","14606.0","Spain",""
"538512","21730","GLASS STAR FROSTED T-LIGHT HOLDER","3","2010-12-17 15:39:00","4.4","17850.0","United Kingdom",""
"538512","22633","HAND WARMER UNION JACK","9","2010-12-17 15:39:00","2.32","17850.0","United Kingdom",""
"538512","22633","HAND WARMER UNION JACK","7","2010-12-17 15:39:00","1.82","17850.0","United Kingdom",""
"538513","71053","WHITE METAL LANTERN","10","2011-01-09 16:50:00","3.83","15291.0","Belgium","BULK5"
"538513","22632","HAND WARMER RED POLKA DOT","2","2011-01-09 16:50:00","1.75","15291.0","Belgium",""
"538514","71053","WHITE METAL LANTERN","6","2011-01-12 16:09:00","3.53","14096.0","Australia",""
"538515","21730","GLASS STAR FROSTED T-LIGHT HOLDER","4","2010-12-02 10:10:00","4.32","15291.0","Belgium",""
"538515","71053","WHITE METAL LANTERN","5","2010-12-02 10:10:00","3.69","15291.0","Belgium","NEWCUST"
"538515","71053","WHITE METAL LANTERN","11","2010-12-02 10:10:00","3.43","15291.0","Belgium","BULK5"
"538516","21730","GLASS STAR FROSTED T-LIGHT HOLDER","1","2010-12-28 10:58:00","4.21","13777.0","Australia",""
"538517","71053","WHITE METAL LANTERN","8","2011-01-21 16:17:00","3.3","13777.0","Netherlands",""
"538517","22632","HAND WARMER RED POLKA DOT","8","2011-01-21 16:17:00","1.79","13777.0","Netherlands",""
"538518","85123A","WHITE HANGING HEART T-LIGHT HOLDER","5","2011-01-25 13:35:00","2.69","14096.0","United Kingdom",""
"538518","22752","SET 7 BABUSHKA NESTING BOXES","8","2011-01-25 13:35:00","8.12","14096.0","United Kingdom",""
"538518","22752","SET 7 BABUSHKA NESTING BOXES","3","2011-01-25 13:35:00","7.78","14096.0","United Kingdom",""
"538519","22752","SET 7 BABUSHKA NESTING BOXES","8","2011-01-14 09:20:00","7.56","14606.0","Belgium",""
"538519","47566","PARTY BUNTING","10","2011-01-14 09:20:00","4.89","14606.0","Belgium","SUMMER10"
"538519","22633","HAND WARMER UNION JACK","10","2011-01-14 09:20:00","2.09","14606.0","Belgium",""
"538519","22752","SET 7 BABUSHKA NESTING BOXES","11","2011-01-14 09:20:00","7.6","14606.0","Belgium",""
"538520","20685","DOORMAT RED RETROSPOT","1","2011-01-14 08:16:00","7.45","15291.0","Germany",""
"538520","22752","SET 7 BABUSHKA NESTING BOXES","7","2011-01-14 08:16:00","8.02","15291.0","Germany","NEWCUST"
"538521","84406B","CREAM CUPID HEARTS COAT HANGER","2","2010-12-15 10:41:00","3.23","17809.0","Spain",""
"538521","85099B","JUMBO BAG RED RETROSPOT","9","2010-12-15 10:41:00","1.71","17809.0","Spain","SUMMER10"
"538521","22752","SET 7 BABUSHKA NESTING BOXES","2","2010-12-15 10:41:00","7.94","17809.0","Spain",""
"538522","21730","GLASS STAR FROSTED T-LIGHT HOLDER","4","2011-01-23 13:36:00","4.72","13777.0","Germany","SUMMER10"
"538522","85099B","JUMBO BAG RED RETROSPOT","4","2011-01-23 13:36:00","1.8","13777.0","Germany",""
"538522","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","12","2011-01-23 13:36:00","3.68","13777.0","Germany",""
"538522","20685","DOORMAT RED RETROSPOT","3","2011-01-23 13:36:00","7.56","13777.0","Germany","NEWCUST"
"538523","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","3","2010-12-04 11:38:00","3.57","14606.0","Belgium","BULK5"
"538523","22633","HAND WARMER UNION JACK","12","2010-12-04 11:38:00","2.13","14606.0","Belgium",""
"538523","71053","WHITE METAL LANTERN","5","2010-12-04 11:38:00","3.72","14606.0","Belgium","BULK5"
"538523","71053","WHITE METAL LANTERN","5","2010-12-04 11:38:00","3.49","14606.0","Belgium",""
"538524","22752","SET 7 BABUSHKA NESTING BOXES","6","2011-01-07 14:43:00","7.64","15291.0","Belgium",""
"538525","47566","PARTY BUNTING","5","2010-12-29 14:27:00","4.93","17850.0","France","SUMMER10"
"538525","22633","HAND WARMER UNION JACK","1","2010-12-29 14:27:00","1.76","17850.0","France","SUMMER10"
"538525","71053","WHITE METAL LANTERN","9","2010-12-29 14:27:00","3.76","17850.0","France",""
"538525","47566","PARTY BUNTING","5","2010-12-29 14:27:00","5.13","17850.0","France",""
"538526","22632","HAND WARMER RED POLKA DOT","11","2010-12-26 10:04:00","1.76","15291.0","Australia","SUMMER10"
"538526","85099B","JUMBO BAG RED RETROSPOT","7","2010-12-26 10:04:00","1.69","15291.0","Australia",""
"538526","85123A","WHITE HANGING HEART T-LIGHT HOLDER","3","2010-12-26 10:04:00","2.45","15291.0","Australia","NEWCUST"
"538527","20685","DOORMAT RED RETROSPOT","7","2010-12-28 16:42:00","7.01","15291.0","France",""
"538527","84029E","RED WOOLLY HOTTIE WHITE HEART","1","2010-12-28 16:42:00","3.72","15291.0","France",""
"538527","47566","PARTY BUNTING","11","2010-12-28 16:42:00","5.21","15291.0","France",""
"538527","22633","HAND WARMER UNION JACK","6","2010-12-28 16:42:00","2.25","15291.0","France",""
"538528","71053","WHITE METAL LANTERN","7","2011-01-27 16:23:00","3.6","13047.0","Belgium","NEWCUST"
"538529","22633","HAND WARMER UNION JACK","9","2010-12-20 11:40:00","2.06","17850.0","France","SUMMER10"
"538529","85099B","JUMBO BAG RED RETROSPOT","6","2010-12-20 11:40:00","1.87","17850.0","France",""
"538529","71053","WHITE METAL LANTERN","1","2010-12-20 11:40:00","3.61","17850.0","France",""
"538529","84406B","CREAM CUPID HEARTS COAT HANGER","7","2010-12-20 11:40:00","3.1","17850.0","France","BULK5"
"538530","85123A","WHITE HANGING HEART T-LIGHT HOLDER","8","2011-01-12 14:38:00","2.78","17809.0","Australia","BULK5"
"538530","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","10","2011-01-12 14:38:00","3.74","17809.0","Australia",""
