"InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country"
"536460","85099B","JUMBO BAG RED RETROSPOT","9","2011-01-02 11:39:00","1.73","13777.0","Germany"
"536460","85099B","JUMBO BAG RED RETROSPOT","1","2011-01-02 11:39:00","1.59","13777.0","Germany"
"536461","20685","DOORMAT RED RETROSPOT","8","2011-01-13 09:31:00","7.02","14096.0","Belgium"
"536461","71053","WHITE METAL LANTERN","6","2011-01-13 09:31:00","3.65","14096.0","Belgium"
"536461","71053","WHITE METAL LANTERN","3","2011-01-13 09:31:00","3.46","14096.0","Belgium"
"536461","85099B","JUMBO BAG RED RETROSPOT","10","2011-01-13 09:31:00","1.88","14096.0","Belgium"
"536462","22632","HAND WARMER RED POLKA DOT","10","2011-01-03 12:29:00","2.01","16029.0","Belgium"
"536462","20685","DOORMAT RED RETROSPOT","2","2011-01-03 12:29:00","7.49","16029.0","Belgium"
"536462","85099B","JUMBO BAG RED RETROSPOT","9","2011-01-03 12:29:00","1.98","16029.0","Belgium"
"536463","22752","SET 7 BABUSHKA NESTING BOXES","8","2011-01-26 11:26:00","7.79","13777.0","Belgium"
"536463","20685","DOORMAT RED RETROSPOT","2","2011-01-26 11:26:00","7.17","13777.0","Belgium"
"536464","71053","WHITE METAL LANTERN","2","2010-12-10 15:04:00","3.35","17809.0","Spain"
"536464","71053","WHITE METAL LANTERN","12","2010-12-10 15:04:00","3.73","17809.0","Spain"
"536464","84406B","CREAM CUPID HEARTS COAT HANGER","9","2010-12-10 15:04:00","2.69","17809.0","Spain"
"536465","20685","DOORMAT RED RETROSPOT","1","2010-12-23 14:55:00","7.56","14096.0","Germany"
"536465","47566","PARTY BUNTING","5","2010-12-23 14:55:00","5.06","14096.0","Germany"
"536465","47566","PARTY BUNTING","9","2010-12-23 14:55:00","4.98","14096.0","Germany"
"536466","71053","WHITE METAL LANTERN","5","2010-12-23 16:23:00","3.63","13047.0","EIRE"
"536466","21730","GLASS STAR FROSTED T-LIGHT HOLDER","9","2010-12-23 16:23:00","4.73","13047.0","EIRE"
"536466","47566","PARTY BUNTING","10","2010-12-23 16:23:00","5.25","13047.0","EIRE"
"536466","22632","HAND WARMER RED POLKA DOT","1","2010-12-23 16:23:00","2.12","13047.0","EIRE"
"536467","22752","SET 7 BABUSHKA NESTING BOXES","6","2010-12-18 12:58:00","7.55","12583.0","United Kingdom"
"536467","84406B","CREAM CUPID HEARTS COAT HANGER","10","2010-12-18 12:58:00","3.04","12583.0","United Kingdom"
"536467","71053","WHITE METAL LANTERN","3","2010-12-18 12:58:00","3.73","12583.0","United Kingdom"
"536468","22633","HAND WARMER UNION JACK","6","2010-12-14 14:26:00","1.84","15291.0","Germany"
"536469","85123A","WHITE HANGING HEART T-LIGHT HOLDER","3","2011-01-08 09:56:00","2.54","16029.0","Netherlands"
"536469","47566","PARTY BUNTING","1","2011-01-08 09:56:00","5.25","16029.0","Netherlands"
"536469","84029E","RED WOOLLY HOTTIE WHITE HEART","8","2011-01-08 09:56:00","3.69","16029.0","Netherlands"
"536470","22632","HAND WARMER RED POLKA DOT","2","2010-12-18 11:48:00","1.96","14096.0","Australia"
"536470","71053","WHITE METAL LANTERN","5","2010-12-18 11:48:00","3.7","14096.0","Australia"
"536470","47566","PARTY BUNTING","8","2010-12-18 11:48:00","5.17","14096.0","Australia"
"536470","84029E","RED WOOLLY HOTTIE WHITE HEART","1","2010-12-18 11:48:00","3.42","14096.0","Australia"
"536471","84406B","CREAM CUPID HEARTS COAT HANGER","5","2010-12-20 11:49:00","2.82","15311.0","United Kingdom"
"536472","84406B","CREAM CUPID HEARTS COAT HANGER","7","2011-01-17 14:11:00","2.97","13777.0","United Kingdom"
"536473","85123A","WHITE HANGING HEART T-LIGHT HOLDER","8","2010-12-26 08:27:00","3.0","13047.0","Netherlands"
"536473","22752","SET 7 BABUSHKA NESTING BOXES","10","2010-12-26 08:27:00","7.81","13047.0","Netherlands"
"536474","22752","SET 7 BABUSHKA NESTING BOXES","3","2010-12-08 14:01:00","8.03","14606.0","Belgium"
"536474","47566","PARTY BUNTING","8","2010-12-08 14:01:00","5.35","14606.0","Belgium"
"536474","22752","SET 7 BABUSHKA NESTING BOXES","2","2010-12-08 14:01:00","7.81","14606.0","Belgium"
"536474","71053","WHITE METAL LANTERN","4","2010-12-08 14:01:00","3.55","14606.0","Belgium"
"536475","22752","SET 7 BABUSHKA NESTING BOXES","4","2011-01-25 12:47:00","7.75","14096.0","Germany"
"536475","84406B","CREAM CUPID HEARTS COAT HANGER","2","2011-01-25 12:47:00","2.96","14096.0","Germany"
"536475","71053","WHITE METAL LANTERN","9","2011-01-25 12:47:00","3.6","14096.0","Germany"
"536475","22752","SET 7 BABUSHKA NESTING BOXES","6","2011-01-25 12:47:00","7.99","14096.0","Germany"
"536476","84406B","CREAM CUPID HEARTS COAT HANGER","10","2010-12-10 12:12:00","2.74","13047.0","EIRE"
"536476","85099B","JUMBO BAG RED RETROSPOT","2","2010-12-10 12:12:00","1.66","13047.0","EIRE"
"536477","47566","PARTY BUNTING","11","2011-01-18 15:43:00","5.23","16029.0","Australia"
"536477","47566","PARTY BUNTING","6","2011-01-18 15:43:00","5.37","16029.0","Australia"
"536477","85099B","JUMBO BAG RED RETROSPOT","6","2011-01-18 15:43:00","1.64","16029.0","Australia"
"536477","71053","WHITE METAL LANTERN","8","2011-01-18 15:43:00","3.56","16029.0","Australia"
"536478","71053","WHITE METAL LANTERN","5","2010-12-04 13:32:00","3.57","16029.0","Spain"
"536478","85123A","WHITE HANGING HEART T-LIGHT HOLDER","1","2010-12-04 13:32:00","2.67","16029.0","Spain"
"536478","84029E","RED WOOLLY HOTTIE WHITE HEART","2","2010-12-04 13:32:00","3.68","16029.0","Spain"
"536479","20685","DOORMAT RED RETROSPOT","1","2011-01-07 16:50:00","7.25","13777.0","Belgium"
"536480","85123A","WHITE HANGING HEART T-LIGHT HOLDER","8","2010-12-31 16:09:00","2.51","16029.0","Netherlands"
"536480","22752","SET 7 BABUSHKA NESTING BOXES","12","2010-12-31 16:09:00","7.6","16029.0","Netherlands"
"536481","22632","HAND WARMER RED POLKA DOT","9","2011-01-15 15:28:00","2.12","15311.0","United Kingdom"
"536481","22752","SET 7 BABUSHKA NESTING BOXES","6","2011-01-15 15:28:00","8.1","15311.0","United Kingdom"
"536482","85099B","JUMBO BAG RED RETROSPOT","11","2011-01-13 08:50:00","1.75","17809.0","Belgium"
"536482","22752","SET 7 BABUSHKA NESTING BOXES","2","2011-01-13 08:50:00","7.88","17809.0","Belgium"
"536482","21730","GLASS STAR FROSTED T-LIGHT HOLDER","5","2011-01-13 08:50:00","4.3","17809.0","Belgium"
"536482","85099B","JUMBO BAG RED RETROSPOT","10","2011-01-13 08:50:00","2.07","17809.0","Belgium"
"536483","22752","SET 7 BABUSHKA NESTING BOXES","5","2011-01-12 10:58:00","8.13","16029.0","Germany"
"536483","20685","DOORMAT RED RETROSPOT","11","2011-01-12 10:58:00","7.22","16029.0","Germany"
"536483","47566","PARTY BUNTING","12","2011-01-12 10:58:00","5.41","16029.0","Germany"
"536484","20685","DOORMAT RED RETROSPOT","12","2011-01-22 10:42:00","7.58","17809.0","Belgium"
"536484","22632","HAND WARMER RED POLKA DOT","2","2011-01-22 10:42:00","2.14","17809.0","Belgium"
"536484","21730","GLASS STAR FROSTED T-LIGHT HOLDER","9","2011-01-22 10:42:00","4.37","17809.0","Belgium"
"536485","22633","HAND WARMER UNION JACK","4","2011-01-30 11:21:00","1.89","12583.0","Spain"
"536485","84406B","CREAM CUPID HEARTS COAT HANGER","3","2011-01-30 11:21:00","2.7","12583.0","Spain"
"536485","71053","WHITE METAL LANTERN","9","2011-01-30 11:21:00","3.75","12583.0","Spain"
"536486","84406B","CREAM CUPID HEARTS COAT HANGER","3","2010-12-09 14:09:00","3.15","16029.0","Netherlands"
"536487","20685","DOORMAT RED RETROSPOT","4","2010-12-27 13:43:00","7.56","17850.0","Australia"
"536487","47566","PARTY BUNTING","5","2010-12-27 13:43:00","5.3","17850.0","Australia"
"536488","22633","HAND WARMER UNION JACK","4","2010-12-16 12:51:00","1.97","15291.0","EIRE"
"536488","47566","PARTY BUNTING","8","2010-12-16 12:51:00","5.13","15291.0","EIRE"
"536488","84029E","RED WOOLLY HOTTIE WHITE HEART","7","2010-12-16 12:51:00","3.59","15291.0","EIRE"
"536488","21730","GLASS STAR FROSTED T-LIGHT HOLDER","3","2010-12-16 12:51:00","4.64","15291.0","EIRE"
"536489","22752","SET 7 BABUSHKA NESTING BOXES","9","2011-01-11 15:55:00","8.11","17850.0","Spain"
"536489","20685","DOORMAT RED RETROSPOT","9","2011-01-11 15:55:00","7.49","17850.0","Spain"
"536490","22632","HAND WARMER RED POLKA DOT","3","2010-12-18 15:57:00","2.25","12583.0","Germany"
"536490","71053","WHITE METAL LANTERN","4","2010-12-18 15:57:00","3.78","12583.0","Germany"
"536490","22752","SET 7 BABUSHKA NESTING BOXES","1","2010-12-18 15:57:00","7.8","12583.0","Germany"
"536491","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","1","2010-12-25 09:23:00","3.48","15311.0","Netherlands"
"536491","71053","WHITE METAL LANTERN","12","2010-12-25 09:23:00","3.68","15311.0","Netherlands"
"536491","84406B","CREAM CUPID HEARTS COAT HANGER","3","2010-12-25 09:23:00","2.67","15311.0","Netherlands"
"536491","22633","HAND WARMER UNION JACK","12","2010-12-25 09:23:00","2.25","15311.0","Netherlands"
"536492","84029E","RED WOOLLY HOTTIE WHITE HEART","4","2010-12-01 09:01:00","3.79","16029.0","Australia"
"536492","22632","HAND WARMER RED POLKA DOT","12","2010-12-01 09:01:00","2.12","16029.0","Australia"
"536492","21730","GLASS STAR FROSTED T-LIGHT HOLDER","2","2010-12-01 09:01:00","4.62","16029.0","Australia"
"536492","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","5","2010-12-01 09:01:00","3.36","16029.0","Australia"
"536493","22633","HAND WARMER UNION JACK","10","2010-12-30 09:07:00","2.07","16029.0","Belgium"
"536493","85099B","JUMBO BAG RED RETROSPOT","9","2010-12-30 09:07:00","1.9","16029.0","Belgium"
"536494","47566","PARTY BUNTING","7","2010-12-01 13:15:00","4.96","14096.0","Spain"
"536494","85099B","JUMBO BAG RED RETROSPOT","2","2010-12-01 13:15:00","1.86","14096.0","Spain"
"536495","22632","HAND WARMER RED POLKA DOT","9","2011-01-04 16:50:00","1.76","15291.0","Germany"
"536495","22633","HAND WARMER UNION JACK","1","2011-01-04 16:50:00","2.13","15291.0","Germany"
"536495","22752","SET 7 BABUSHKA NESTING BOXES","5","2011-01-04 16:50:00","8.0","15291.0","Germany"
"536496","47566","PARTY BUNTING","12","2010-12-16 09:49:00","5.3","17809.0","Germany"
"536496","84406B","CREAM CUPID HEARTS COAT HANGER","1","2010-12-16 09:49:00","2.86","17809.0","Germany"
"536496","22752","SET 7 BABUSHKA NESTING BOXES","11","2010-12-16 09:49:00","7.66","17809.0","Germany"
"536497","20685","DOORMAT RED RETROSPOT","8","2011-01-21 10:04:00","7.0","12583.0","Australia"
"536497","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","1","2011-01-21 10:04:00","3.76","12583.0","Australia"
"536497","85123A","WHITE HANGING HEART T-LIGHT HOLDER","6","2011-01-21 10:04:00","3.01","12583.0","Australia"
"536497","22632","HAND WARMER RED POLKA DOT","7","2011-01-21 10:04:00","2.34","12583.0","Australia"
"536498","22752","SET 7 BABUSHKA NESTING BOXES","1","2011-01-18 11:18:00","8.07","17850.0","Spain"
"536498","22752","SET 7 BABUSHKA NESTING BOXES","5","2011-01-18 11:18:00","7.62","17850.0","Spain"
"536498","22752","SET 7 BABUSHKA NESTING BOXES","7","2011-01-18 11:18:00","8.08","17850.0","Spain"
"536498","20685","DOORMAT RED RETROSPOT","8","2011-01-18 11:18:00","7.52","17850.0","Spain"
"536499","22632","HAND WARMER RED POLKA DOT","5","2011-01-01 15:23:00","2.23","12583.0","Netherlands"
"536499","20685","DOORMAT RED RETROSPOT","7","2011-01-01 15:23:00","7.03","12583.0","Netherlands"
"536499","47566","PARTY BUNTING","3","2011-01-01 15:23:00","5.18","12583.0","Netherlands"
"536499","22752","SET 7 BABUSHKA NESTING BOXES","2","2011-01-01 15:23:00","7.6","12583.0","Netherlands"
"536500","20685","DOORMAT RED RETROSPOT","8","2011-01-08 14:10:00","7.19","13777.0","Spain"
"536500","85123A","WHITE HANGING HEART T-LIGHT HOLDER","12","2011-01-08 14:10:00","2.97","13777.0","Spain"
"536500","22752","SET 7 BABUSHKA NESTING BOXES","10","2011-01-08 14:10:00","8.15","13777.0","Spain"
"536501","22632","HAND WARMER RED POLKA DOT","12","2011-01-12 14:23:00","2.16","13047.0","United Kingdom"
"536501","85123A","WHITE HANGING HEART T-LIGHT HOLDER","3","2011-01-12 14:23:00","2.96","13047.0","United Kingdom"
"536501","85099B","JUMBO BAG RED RETROSPOT","8","2011-01-12 14:23:00","1.57","13047.0","United Kingdom"
"536502","85123A","WHITE HANGING HEART T-LIGHT HOLDER","10","2010-12-24 14:36:00","2.54","17809.0","EIRE"
"536503","84406B","CREAM CUPID HEARTS COAT HANGER","9","2010-12-29 09:36:00","2.87","17809.0","Netherlands"
"536503","22752","SET 7 BABUSHKA NESTING BOXES","11","2010-12-29 09:36:00","7.72","17809.0","Netherlands"
"536503","71053","WHITE METAL LANTERN","1","2010-12-29 09:36:00","3.73","17809.0","Netherlands"
"536503","22633","HAND WARMER UNION JACK","9","2010-12-29 09:36:00","1.98","17809.0","Netherlands"
"536504","47566","PARTY BUNTING","5","2011-01-15 15:13:00","5.27","14606.0","Spain"
"536505","84406B","CREAM CUPID HEARTS COAT HANGER","12","2010-12-09 09:28:00","2.92","13047.0","EIRE"
"536505","71053","WHITE METAL LANTERN","11","2010-12-09 09:28:00","3.87","13047.0","EIRE"
"536505","22752","SET 7 BABUSHKA NESTING BOXES","11","2010-12-09 09:28:00","7.76","13047.0","EIRE"
"536505","71053","WHITE METAL LANTERN","9","2010-12-09 09:28:00","3.62","13047.0","EIRE"
"536506","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","2","2011-01-20 13:32:00","3.88","12583.0","France"
"536506","84406B","CREAM CUPID HEARTS COAT HANGER","4","2011-01-20 13:32:00","3.12","12583.0","France"
"536506","85123A","WHITE HANGING HEART T-LIGHT HOLDER","6","2011-01-20 13:32:00","2.78","12583.0","France"
"536507","84029E","RED WOOLLY HOTTIE WHITE HEART","7","2010-12-09 09:04:00","3.89","15291.0","Australia"
"536507","20685","DOORMAT RED RETROSPOT","8","2010-12-09 09:04:00","7.3","15291.0","Australia"
"536507","21730","GLASS STAR FROSTED T-LIGHT HOLDER","10","2010-12-09 09:04:00","4.19","15291.0","Australia"
"536508","84406B","CREAM CUPID HEARTS COAT HANGER","9","2010-12-30 16:22:00","3.03","13777.0","Germany"
"536508","84406B","CREAM CUPID HEARTS COAT HANGER","3","2010-12-30 16:22:00","2.91","13777.0","Germany"
"536508","85123A","WHITE HANGING HEART T-LIGHT HOLDER","2","2010-12-30 16:22:00","2.76","13777.0","Germany"
"536509","22632","HAND WARMER RED POLKA DOT","5","2010-12-21 11:22:00","2.26","12583.0","France"
"536509","84029E","RED WOOLLY HOTTIE WHITE HEART","4","2010-12-21 11:22:00","3.67","12583.0","France"
"536509","22632","HAND WARMER RED POLKA DOT","5","2010-12-21 11:22:00","1.83","12583.0","France"
"536510","47566","PARTY BUNTING","3","2011-01-11 10:37:00","4.95","15291.0","Germany"
"536510","47566","PARTY BUNTING","12","2011-01-11 10:37:00","5.39","15291.0","Germany"
"536510","22752","SET 7 BABUSHKA NESTING BOXES","10","2011-01-11 10:37:00","7.57","15291.0","Germany"
"536511","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","10","2011-01-30 12:41:00","3.54","17850.0","Germany"
"536512","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","11","2010-12-19 12:30:00","3.53","15291.0","Australia"
"536513","22633","HAND WARMER UNION JACK","8","2010-12-11 15:26:00","1.87","17850.0","Germany"
"536513","47566","PARTY BUNTING","3","2010-12-11 15:26:00","5.04","17850.0","Germany"
"536513","20685","DOORMAT RED RETROSPOT","6","2010-12-11 15:26:00","7.42","17850.0","Germany"
"536513","22752","SET 7 BABUSHKA NESTING BOXES","7","2010-12-11 15:26:00","7.63","17850.0","Germany"
"536514","84029E","RED WOOLLY HOTTIE WHITE HEART","8","2010-12-16 15:07:00","3.44","17809.0","Germany"
"536514","71053","WHITE METAL LANTERN","1","2010-12-16 15:07:00","3.46","17809.0","Germany"
"536514","21730","GLASS STAR FROSTED T-LIGHT HOLDER","10","2010-12-16 15:07:00","4.4","17809.0","Germany"
"536515","84406B","CREAM CUPID HEARTS COAT HANGER","8","2011-01-16 13:12:00","3.25","16029.0","Netherlands"
"536515","22633","HAND WARMER UNION JACK","8","2011-01-16 13:12:00","2.28","16029.0","Netherlands"
"536516","22633","HAND WARMER UNION JACK","4","2011-01-30 14:32:00","1.88","13047.0","United Kingdom"
"536516","22752","SET 7 BABUSHKA NESTING BOXES","1","2011-01-30 14:32:00","7.58","13047.0","United Kingdom"
"536516","22633","HAND WARMER UNION JACK","10","2011-01-30 14:32:00","2.28","13047.0","United Kingdom"
"536516","85099B","JUMBO BAG RED RETROSPOT","11","2011-01-30 14:32:00","1.83","13047.0","United Kingdom"
"536517","22752","SET 7 BABUSHKA NESTING BOXES","7","2010-12-09 12:46:00","7.77","14096.0","Germany"
"536518","22632","HAND WARMER RED POLKA DOT","5","2011-01-05 11:23:00","1.79","16029.0","United Kingdom"
"536518","22632","HAND WARMER RED POLKA DOT","8","2011-01-05 11:23:00","2.21","16029.0","United Kingdom"
"536518","84029E","RED WOOLLY HOTTIE WHITE HEART","10","2011-01-05 11:23:00","3.7","16029.0","United Kingdom"
"536518","71053","WHITE METAL LANTERN","3","2011-01-05 11:23:00","3.88","16029.0","United Kingdom"
"536519","84406B","CREAM CUPID HEARTS COAT HANGER","4","2011-01-05 13:48:00","3.01","17809.0","Netherlands"
"536519","21730","GLASS STAR FROSTED T-LIGHT HOLDER","9","2011-01-05 13:48:00","4.17","17809.0","Netherlands"
"536519","85123A","WHITE HANGING HEART T-LIGHT HOLDER","3","2011-01-05 13:48:00","2.88","17809.0","Netherlands"
"536519","22633","HAND WARMER UNION JACK","9","2011-01-05 13:48:00","2.02","17809.0","Netherlands"
"536520","47566","PARTY BUNTING","12","2010-12-21 10:25:00","5.36","16029.0","Netherlands"
"536520","47566","PARTY BUNTING","6","2010-12-21 10:25:00","5.15","16029.0","Netherlands"
"536521","22752","SET 7 BABUSHKA NESTING BOXES","11","2011-01-22 08:23:00","7.62","13777.0","Spain"
"536521","21730","GLASS STAR FROSTED T-LIGHT HOLDER","10","2011-01-22 08:23:00","4.33","13777.0","Spain"
"536521","20685","DOORMAT RED RETROSPOT","12","2011-01-22 08:23:00","7.36","13777.0","Spain"
"536521","47566","PARTY BUNTING","8","2011-01-22 08:23:00","5.01","13777.0","Spain"
"536522","85099B","JUMBO BAG RED RETROSPOT","12","2010-12-31 10:33:00","1.92","16029.0","United Kingdom"
"536522","21730","GLASS STAR FROSTED T-LIGHT HOLDER","3","2010-12-31 10:33:00","4.64","16029.0","United Kingdom"
"536523","85123A","WHITE HANGING HEART T-LIGHT HOLDER","8","2011-01-30 09:12:00","2.64","16029.0","United Kingdom"
"536523","84406B","CREAM CUPID HEARTS COAT HANGER","7","2011-01-30 09:12:00","3.06","16029.0","United Kingdom"
"536524","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","9","2011-01-15 10:33:00","3.49","17850.0","Australia"
"536524","85099B","JUMBO BAG RED RETROSPOT","8","2011-01-15 10:33:00","1.87","17850.0","Australia"
"536524","22752","SET 7 BABUSHKA NESTING BOXES","3","2011-01-15 10:33:00","7.83","17850.0","Australia"
"536524","22632","HAND WARMER RED POLKA DOT","6","2011-01-15 10:33:00","2.08","17850.0","Australia"
"536525","84029E","RED WOOLLY HOTTIE WHITE HEART","4","2010-12-16 12:35:00","3.85","15311.0","Australia"
"536525","84029E","RED WOOLLY HOTTIE WHITE HEART","5","2010-12-16 12:35:00","3.71","15311.0","Australia"
"536525","20685","DOORMAT RED RETROSPOT","12","2010-12-16 12:35:00","7.27","15311.0","Australia"
"536526","71053","WHITE METAL LANTERN","10","2011-01-29 12:18:00","3.7","15291.0","Netherlands"
"536526","21730","GLASS STAR FROSTED T-LIGHT HOLDER","7","2011-01-29 12:18:00","4.64","15291.0","Netherlands"
"536526","84406B","CREAM CUPID HEARTS COAT HANGER","5","2011-01-29 12:18:00","2.68","15291.0","Netherlands"
"536526","20685","DOORMAT RED RETROSPOT","2","2011-01-29 12:18:00","7.19","15291.0","Netherlands"
"536527","22632","HAND WARMER RED POLKA DOT","5","2010-12-14 11:52:00","2.31","13777.0","Spain"
"536527","20685","DOORMAT RED RETROSPOT","5","2010-12-14 11:52:00","7.06","13777.0","Spain"
"536527","47566","PARTY BUNTING","12","2010-12-14 11:52:00","5.2","13777.0","Spain"
"536527","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","1","2010-12-14 11:52:00","3.69","13777.0","Spain"
"536528","20685","DOORMAT RED RETROSPOT","8","2010-12-07 14:21:00","7.04","17850.0","EIRE"
"536528","84406B","CREAM CUPID HEARTS COAT HANGER","1","2010-12-07 14:21:00","3.23","17850.0","EIRE"
"536529","84029E","RED WOOLLY HOTTIE WHITE HEART","6","2010-12-31 11:48:00","3.46","13777.0","Belgium"
"536529","85123A","WHITE HANGING HEART T-LIGHT HOLDER","2","2010-12-31 11:48:00","2.84","13777.0","Belgium"
"536530","85123A","WHITE HANGING HEART T-LIGHT HOLDER","7","2010-12-27 10:59:00","2.92","12583.0","United Kingdom"
"536530","84406B","CREAM CUPID HEARTS COAT HANGER","12","2010-12-27 10:59:00","3.23","12583.0","United Kingdom"
"536531","22752","SET 7 BABUSHKA NESTING BOXES","5","2010-12-20 09:59:00","7.82","17850.0","United Kingdom"
